system,site,persistence,n_frames,mean_score,mean_drugg,mean_volume,cx,cy,cz,tier,nearest_prod_dist,classification
S4_CD2AP_SH3-2,78,0.0151,6,0.1385,0.0253,272.9,40.54,38.28,29.95,Noise,11.6,CRYPTIC
S4_CD2AP_SH3-2,5,0.0151,6,0.1863,0.0152,257.8,28.17,20.81,16.09,Noise,10.8,CRYPTIC
S4_CD2AP_SH3-2,92,0.0126,5,0.2532,0.0058,181.2,35.54,33.44,13.65,Noise,9.2,canonical
S4_CD2AP_SH3-2,14,0.0126,5,0.1754,0.0432,206.0,25.48,15.07,20.7,Noise,9.0,canonical
S4_CD2AP_SH3-2,88,0.0126,5,0.117,0.0786,261.6,31.43,29.74,16.09,Noise,7.0,canonical
S4_CD2AP_SH3-2,12,0.0126,5,0.2068,0.006,221.1,32.26,16.64,21.51,Noise,7.8,canonical
S4_CD2AP_SH3-2,47,0.0126,5,0.04,0.0002,251.9,26.99,25.84,42.87,Noise,11.5,CRYPTIC
S4_CD2AP_SH3-2,32,0.0101,4,0.2155,0.0023,264.0,42.03,24.66,29.06,Noise,5.9,canonical
S4_CD2AP_SH3-2,31,0.0101,4,0.1042,0.0012,327.1,41.72,29.7,31.38,Noise,5.4,canonical
S4_CD2AP_SH3-2,35,0.0101,4,0.128,0.0532,342.8,30.86,15.79,36.02,Noise,10.8,CRYPTIC
S4_CD2AP_SH3-2,36,0.0101,4,0.0768,0.0032,331.9,33.63,14.43,30.92,Noise,9.2,canonical
S4_CD2AP_SH3-2,41,0.0101,4,0.0208,0.0002,240.4,37.17,19.4,42.24,Noise,14.1,CRYPTIC
S4_CD2AP_SH3-2,45,0.0075,3,0.2327,0.0797,334.2,35.95,25.22,45.4,Noise,15.0,CRYPTIC
S4_CD2AP_SH3-2,112,0.0075,3,0.17,0.0013,291.5,19.19,38.39,20.97,Noise,8.4,canonical
S4_CD2AP_SH3-2,79,0.0075,3,0.1807,0.0013,268.3,39.41,42.72,24.53,Noise,13.9,CRYPTIC
S4_CD2AP_SH3-2,108,0.0075,3,0.318,0.1147,228.4,13.11,28.18,25.44,Noise,9.4,canonical
S4_CD2AP_SH3-2,105,0.0075,3,0.2167,0.0093,303.1,35.42,41.96,34.82,Noise,10.2,CRYPTIC
S4_CD2AP_SH3-2,33,0.0075,3,0.1997,0.028,284.7,44.08,20.01,32.77,Noise,10.4,CRYPTIC
S4_CD2AP_SH3-2,109,0.005,2,0.1935,0.004,281.8,13.19,39.42,26.27,Noise,12.0,CRYPTIC
S4_CD2AP_SH3-2,3,0.005,2,0.096,0.0005,221.6,17.55,17.57,21.73,Noise,12.4,CRYPTIC
S4_CD2AP_SH3-2,24,0.005,2,0.1405,0.084,152.6,17.99,31.63,39.8,Noise,11.8,CRYPTIC
S4_CD2AP_SH3-2,80,0.005,2,0.2275,0.0,318.6,30.93,33.51,11.02,Noise,12.4,CRYPTIC
S4_CD2AP_SH3-2,42,0.0025,1,0.121,0.019,249.0,40.9,16.34,37.51,Noise,13.5,CRYPTIC
S4_CD2AP_SH3-2,101,0.0025,1,-0.031,0.0,302.4,25.0,41.42,40.51,Noise,9.4,canonical
S4_CD2AP_SH3-2,95,0.0025,1,0.0673,0.001,246.2,28.64,46.58,25.06,Noise,16.0,CRYPTIC
S4_CD2AP_SH3-2,34,0.0025,1,0.228,0.001,173.7,46.48,24.91,36.88,Noise,11.6,CRYPTIC
S4_CD2AP_SH3-2,46,0.0025,1,0.22,0.0,336.1,38.03,32.3,45.22,Noise,13.8,CRYPTIC
S4_CD2AP_SH3-2,83,0.0025,1,0.278,0.092,213.0,33.98,41.18,12.08,Noise,15.2,CRYPTIC
